Designator,Comment,Mid X(mm),Mid Y(mm),Rotation,Layer
U1,ESP32-S3,22,20,0,Top
U4,TPS92518HV,55,15,0,Top
U5,TPS92518HV,55,35,0,Top
U6,TPS92518HV,55,55,0,Top
J1,PWR_IN,10,75,90,Top
J2,LED_OUT1,110,15,90,Top
J3,LED_OUT2,110,40,90,Top
J4,LED_OUT3,110,65,90,Top
